id,character,series,word,count
1681,Raj,,stuff,1
1682,Raj,,come,1
1683,Raj,,share,1
1684,Raj,,pretzel,1
1685,Raj,,sideways,1
1686,Raj,,glances,1
1687,Raj,,racist,1
1688,Raj,,old,1
1689,Raj,,ladies,1
1690,Raj,,know,1
1691,Raj,,started,1
1692,Raj,,clearing,1
1693,Raj,,baby,1
1694,Raj,,room,1
1695,Raj,,eventually,1
1696,Raj,,embarrassed,1
1697,Raj,,around,1
1698,Raj,,room,1
1699,Raj,,give,1
1700,Raj,,birth,1
1701,Raj,,think,1
1702,Raj,,kitchen,1
1703,Raj,,morning,1
1704,Raj,,yet,1
1705,Raj,,start,2
1706,Raj,,sound,1
1707,Raj,,music,1
1708,Raj,,julie,1
1709,Raj,,andrews,1
1710,Raj,,says,1
1711,Raj,,let,1
1712,Raj,,beginning,1
1713,Raj,,good,1
1714,Raj,,place,1
1715,Raj,,think,1
1716,Raj,,first,1
1717,Raj,,thing,1
1718,Raj,,rid,1
1719,Raj,,tone,1
1720,Raj,,nice,1
1721,Raj,,one,1
1722,Raj,,little,1
1723,Raj,,wow,1
1724,Raj,,cute,1
1725,Raj,,kids,1
1726,Raj,,worrisome,1
1727,Raj,,skipped,1
1728,Raj,,spin,1
1729,Raj,,class,1
1730,Raj,,think,1
1731,Raj,,mean,1
1732,Raj,,pregnant,1
1733,Raj,,fine,1
1734,Raj,,instead,1
1735,Raj,,cleaning,1
1736,Raj,,room,1
1737,Raj,,decide,1
1738,Raj,,theme,1
1739,Raj,,nursery,1
1740,Raj,,course,1
1741,Raj,,baby,1
1742,Raj,,room,1
1743,Raj,,theme,1
1744,Raj,,mine,1
1745,Raj,,winnie,1
1746,Raj,,pooh,1
1747,Raj,,anyway,1
1748,Raj,,take,1
1749,Raj,,step,1
1750,Raj,,back,1
1751,Raj,,start,1
1752,Raj,,colour,1
1753,Raj,,right,1
1754,Raj,,many,1
1755,Raj,,amazing,1
1756,Raj,,ones,1
1757,Raj,,red,1
1758,Raj,,blue,1
1759,Raj,,trying,1
1760,Raj,,help,1
1761,Raj,,sorry,2
1762,Raj,,thelma,1
1763,Raj,,louise,1
1764,Raj,,us,1
1765,Raj,,sorry,1
1766,Raj,,photos,1
1767,Raj,,near,1
1768,Raj,,crib,1
1769,Raj,,spring,1
1770,Raj,,mind,1
1771,Raj,,bernadette,1
1772,Raj,,come,1
1773,Raj,,look,1
1774,Raj,,overthinking,1
1775,Raj,,amazing,1
1776,Raj,,mom,1
1777,Raj,,even,1
1778,Raj,,believe,1
1779,Raj,,know,1
1780,Raj,,maternal,1
1781,Raj,,instincts,1
1782,Raj,,happy,1
1783,Raj,,see,1
1784,Raj,,taking,1
1785,Raj,,story,1
1786,Raj,,pull,1
1787,Raj,,experience,2
1788,Raj,,ladies,2
1789,Raj,,whoa,1
1790,Raj,,calling,1
1791,Raj,,dad,1
1792,Raj,,dealing,1
1793,Raj,,pregnant,1
1794,Raj,,obgyn,1
1795,Raj,,crazy,1
1796,Raj,,mom,1
1797,Raj,,friend,1
1798,Raj,,bernadette,1
1799,Raj,,pregnant,1
1800,Raj,,bit,1
1801,Raj,,worried,1
1802,Raj,,thought,1
1803,Raj,,maybe,1
1804,Raj,,talk,1
