Season,Topic,Topic Name,Count,Proportion
1.0,0,Topic 0: leonard leonard don charge,30,0.02737226277372263
1.0,84,Topic 84: time machine machine future,13,0.011861313868613138
1.0,38,Topic 38: hypothesis evidence conclusion,11,0.010036496350364963
1.0,9,Topic 9: penny penny don lied,9,0.008211678832116789
1.0,48,Topic 48: eh know ll yeah yeah,9,0.008211678832116789
1.0,68,Topic 68: captain team allowed,9,0.008211678832116789
1.0,1,Topic 1: mother mom dad,8,0.0072992700729927005
1.0,325,Topic 325: soup grow confused,8,0.0072992700729927005
1.0,13,Topic 13: nope  ,7,0.006386861313868613
1.0,234,Topic 234: hint close don care,7,0.006386861313868613
1.0,92,Topic 92: diet eating mm,7,0.006386861313868613
1.0,265,Topic 265: hi buddy hey,7,0.006386861313868613
1.0,25,Topic 25: soft singing song,7,0.006386861313868613
1.0,119,Topic 119: precious insightful intellect,7,0.006386861313868613
1.0,349,Topic 349: playing night night oh,7,0.006386861313868613
1.0,44,Topic 44: wait wait wait good good,6,0.005474452554744526
1.0,33,Topic 33: cold winter hat,6,0.005474452554744526
1.0,523,Topic 523: leo addiction doing research,6,0.005474452554744526
1.0,401,Topic 401: year old carbon twice,6,0.005474452554744526
1.0,82,Topic 82: bye good bye goodbye,6,0.005474452554744526
1.0,46,Topic 46: sandwich corn half,6,0.005474452554744526
1.0,37,Topic 37: party west served,6,0.005474452554744526
1.0,62,Topic 62: okay okay okay check,5,0.004562043795620438
1.0,30,Topic 30: upset mad think don,5,0.004562043795620438
1.0,81,Topic 81: embarrassing forced surprise,5,0.004562043795620438
1.0,75,Topic 75: brain superior engage,5,0.004562043795620438
1.0,19,Topic 19: broke logical feelings,5,0.004562043795620438
1.0,8,Topic 8: sauce dogs hot,5,0.004562043795620438
1.0,11,Topic 11: pants wear pair,5,0.004562043795620438
1.0,298,Topic 298: morning test say hello,5,0.004562043795620438
1.0,57,Topic 57: robot intelligence em,5,0.004562043795620438
1.0,149,Topic 149: physics physicist universe,5,0.004562043795620438
1.0,241,Topic 241: hardly think think kidding,5,0.004562043795620438
1.0,524,Topic 524: princess yes oh pictures,5,0.004562043795620438
1.0,77,Topic 77: conversation lives subject,5,0.004562043795620438
1.0,6,Topic 6: yes yes yes surprisingly,5,0.004562043795620438
1.0,343,Topic 343: egg ve known structure,5,0.004562043795620438
1.0,83,Topic 83: green super band,5,0.004562043795620438
1.0,12,Topic 12: apology fault apologize,5,0.004562043795620438
1.0,239,Topic 239: account exchange price,5,0.004562043795620438
1.0,525,Topic 525: mmm surprised sound,5,0.004562043795620438
1.0,76,Topic 76: koothrappali rich wolowitz,5,0.004562043795620438
1.0,87,Topic 87: hold walking break,5,0.004562043795620438
1.0,457,Topic 457: humorous laugh worth,5,0.004562043795620438
1.0,64,Topic 64: didn want penny penny penny,5,0.004562043795620438
1.0,340,Topic 340: cat poison isaac,4,0.0036496350364963502
1.0,237,Topic 237: accidentally oh sure built,4,0.0036496350364963502
1.0,426,Topic 426: dancing clown candy,4,0.0036496350364963502
1.0,93,Topic 93: doctor grown dna,4,0.0036496350364963502
1.0,10,Topic 10: drink offer drinking,4,0.0036496350364963502
1.0,199,Topic 199: favourite 100 people just,4,0.0036496350364963502
1.0,34,Topic 34: date occasion tomorrow,4,0.0036496350364963502
1.0,153,Topic 153: humanity visit channel,4,0.0036496350364963502
1.0,285,Topic 285: thank thanks challenge,4,0.0036496350364963502
1.0,303,Topic 303: sister right good twin,4,0.0036496350364963502
1.0,249,Topic 249: win won draw,4,0.0036496350364963502
1.0,36,Topic 36: minutes seconds minute,4,0.0036496350364963502
1.0,71,Topic 71: smell flower letter,4,0.0036496350364963502
1.0,63,Topic 63: chicken mm appropriate,4,0.0036496350364963502
1.0,16,Topic 16: pie dinner low,4,0.0036496350364963502
1.0,17,Topic 17: location dating benefits,4,0.0036496350364963502
1.0,301,Topic 301: clothes event woman,4,0.0036496350364963502
1.0,67,Topic 67: cat just need oh like,4,0.0036496350364963502
1.0,416,Topic 416: scene step earlier today,4,0.0036496350364963502
1.0,263,Topic 263: bat drug leads,4,0.0036496350364963502
1.0,52,Topic 52: leaving leave reason,4,0.0036496350364963502
1.0,211,Topic 211: cream ice sugar,4,0.0036496350364963502
1.0,42,Topic 42: oh dear dear dear lord,4,0.0036496350364963502
1.0,29,Topic 29: particle professor tickle,4,0.0036496350364963502
1.0,85,Topic 85: genitals mood frankly,3,0.002737226277372263
1.0,73,Topic 73: shouldn competition bringing,3,0.002737226277372263
1.0,31,Topic 31: comic book comic book,3,0.002737226277372263
1.0,21,Topic 21: wolowitz lost possibly,3,0.002737226277372263
1.0,20,Topic 20: sheldon dating pair,3,0.002737226277372263
1.0,27,Topic 27: work going work foolish,3,0.002737226277372263
1.0,123,Topic 123: math dollars helps,3,0.002737226277372263
1.0,162,Topic 162: ray passing death,3,0.002737226277372263
1.0,299,Topic 299: experiment breakfast egg,3,0.002737226277372263
1.0,115,Topic 115: chat talk zone,3,0.002737226277372263
1.0,267,Topic 267: uses accept egg,3,0.002737226277372263
1.0,464,Topic 464: know know think know threw,3,0.002737226277372263
1.0,51,Topic 51: going make stole deserve,3,0.002737226277372263
1.0,179,Topic 179: good night alright night,3,0.002737226277372263
1.0,194,Topic 194: alternate amy oh sure,3,0.002737226277372263
1.0,273,Topic 273: smart kids clearly,3,0.002737226277372263
1.0,269,Topic 269: coming want want friendly,3,0.002737226277372263
1.0,217,Topic 217: frozen sell grow,3,0.002737226277372263
1.0,432,Topic 432: exciting attack event,3,0.002737226277372263
1.0,228,Topic 228: lee decide trouble,3,0.002737226277372263
1.0,114,Topic 114: oh oh oh thought oh guess,3,0.002737226277372263
1.0,206,Topic 206: entirely bird creature,3,0.002737226277372263
1.0,147,Topic 147: summer ancient stars,3,0.002737226277372263
1.0,302,Topic 302: afraid crazy story,3,0.002737226277372263
1.0,126,Topic 126: don don chaos expected,3,0.002737226277372263
1.0,2,Topic 2: howard good friend problems,3,0.002737226277372263
1.0,108,Topic 108: kill head blow,3,0.002737226277372263
1.0,89,Topic 89: monkeys monkey female,3,0.002737226277372263
1.0,124,Topic 124: minds mind madness,3,0.002737226277372263
1.0,210,Topic 210: apple isaac named,3,0.002737226277372263
1.0,65,Topic 65: touched died evil,3,0.002737226277372263
1.0,86,Topic 86: doing good day right good,3,0.002737226277372263
1.0,45,Topic 45: did did honest did,3,0.002737226277372263
1.0,100,Topic 100: intercourse sex sexual,3,0.002737226277372263
1.0,238,Topic 238: men years old different,3,0.002737226277372263
1.0,276,Topic 276: yeah yeah yeah ,3,0.002737226277372263
1.0,259,Topic 259: giant animal zoo,3,0.002737226277372263
1.0,88,Topic 88: sit sat clean,3,0.002737226277372263
1.0,170,Topic 170: woman leap thumb,3,0.002737226277372263
1.0,308,Topic 308: food mouth culture,3,0.002737226277372263
1.0,181,Topic 181: nobel prize nobel prize,3,0.002737226277372263
1.0,306,Topic 306: standing mask strangers,3,0.002737226277372263
1.0,422,Topic 422: costume costumes dressed,2,0.0018248175182481751
1.0,312,Topic 312: opinion difference want know,2,0.0018248175182481751
1.0,402,Topic 402: secret express hiding,2,0.0018248175182481751
1.0,480,Topic 480: know really prove settle,2,0.0018248175182481751
1.0,99,Topic 99: leonard oh unlikely leonard,2,0.0018248175182481751
1.0,443,Topic 443: teeth ones lucky,2,0.0018248175182481751
1.0,178,Topic 178: quantum states knowing,2,0.0018248175182481751
1.0,47,Topic 47: lee oh uh sword,2,0.0018248175182481751
1.0,522,Topic 522: good good good don glad,2,0.0018248175182481751
1.0,470,Topic 470: laundry saturday clean,2,0.0018248175182481751
1.0,355,Topic 355: uh oh huh oh uh,2,0.0018248175182481751
1.0,324,Topic 324: mm don understand understand,2,0.0018248175182481751
1.0,454,Topic 454: immediately work working,2,0.0018248175182481751
1.0,255,Topic 255: precious going tell tuesday,2,0.0018248175182481751
1.0,168,Topic 168: challenge arms twin,2,0.0018248175182481751
1.0,106,Topic 106: humour joke laugh,2,0.0018248175182481751
1.0,256,Topic 256: did did managed did oh,2,0.0018248175182481751
1.0,262,Topic 262: settled reached finished,2,0.0018248175182481751
1.0,61,Topic 61: zero degrees times,2,0.0018248175182481751
1.0,360,Topic 360: people  ,2,0.0018248175182481751
1.0,272,Topic 272: propose alright strikes,2,0.0018248175182481751
1.0,172,Topic 172: really know really didn know,2,0.0018248175182481751
1.0,484,Topic 484: technology laptop thoughtful,2,0.0018248175182481751
1.0,189,Topic 189: seat looked heck,2,0.0018248175182481751
1.0,532,Topic 532: drug facebook strongly,2,0.0018248175182481751
1.0,538,Topic 538: costume costumes west,2,0.0018248175182481751
1.0,14,Topic 14: raj states insensitive,2,0.0018248175182481751
1.0,142,Topic 142: help respond unfortunately,2,0.0018248175182481751
1.0,177,Topic 177: does yes does placed,2,0.0018248175182481751
1.0,213,Topic 213: didn say say don closer,2,0.0018248175182481751
1.0,140,Topic 140: fine okay okay oh fine,2,0.0018248175182481751
1.0,397,Topic 397: hero upper sun,2,0.0018248175182481751
1.0,139,Topic 139: chess person dimensional,2,0.0018248175182481751
1.0,3,Topic 3: bathroom schedule seat,2,0.0018248175182481751
1.0,482,Topic 482: king story ring,2,0.0018248175182481751
1.0,55,Topic 55: bed couch sleep,2,0.0018248175182481751
1.0,314,Topic 314: guide alien lived,2,0.0018248175182481751
1.0,509,Topic 509: magic child book,2,0.0018248175182481751
1.0,104,Topic 104: thursday friday vegetable,2,0.0018248175182481751
1.0,101,Topic 101: bag emergency phone,2,0.0018248175182481751
1.0,176,Topic 176: considered alright hadn,2,0.0018248175182481751
1.0,404,Topic 404: tall glass juice,2,0.0018248175182481751
1.0,128,Topic 128: listening listen speech,2,0.0018248175182481751
1.0,192,Topic 192: buy best store,2,0.0018248175182481751
1.0,344,Topic 344: sarcasm sign going,2,0.0018248175182481751
1.0,533,Topic 533: reduce scientific chaos,2,0.0018248175182481751
1.0,43,Topic 43: relationship penny attempt,2,0.0018248175182481751
1.0,23,Topic 23: leonard penny penny zack,2,0.0018248175182481751
1.0,182,Topic 182: current friends seven,2,0.0018248175182481751
1.0,56,Topic 56: girlfriend girl data,2,0.0018248175182481751
1.0,188,Topic 188: gas heat doing oh,2,0.0018248175182481751
1.0,135,Topic 135: compromise solution fair,2,0.0018248175182481751
1.0,257,Topic 257: video games mit jewish,2,0.0018248175182481751
1.0,386,Topic 386: bowel thrown going work,2,0.0018248175182481751
1.0,485,Topic 485: money sell necessary,2,0.0018248175182481751
1.0,144,Topic 144: cut line cutting,2,0.0018248175182481751
1.0,348,Topic 348: explanation reasonable expecting,2,0.0018248175182481751
1.0,180,Topic 180: assure metaphor stuck,2,0.0018248175182481751
1.0,60,Topic 60: hurt easily pain,2,0.0018248175182481751
1.0,246,Topic 246: involving penny basis,2,0.0018248175182481751
1.0,417,Topic 417: hey look half hard,2,0.0018248175182481751
1.0,333,Topic 333: toes proof strikes,2,0.0018248175182481751
1.0,456,Topic 456: ability sun earth,2,0.0018248175182481751
1.0,526,Topic 526: blame candy loving,2,0.0018248175182481751
1.0,22,Topic 22: bus driving drive,2,0.0018248175182481751
1.0,270,Topic 270: ceremony strikes provided,2,0.0018248175182481751
1.0,4,Topic 4: hello neighbour home,2,0.0018248175182481751
1.0,289,Topic 289: yes yes peace yes,2,0.0018248175182481751
1.0,279,Topic 279: soup felt terrible,2,0.0018248175182481751
1.0,98,Topic 98: figured smart doubt,2,0.0018248175182481751
1.0,146,Topic 146: argue know did just tell,2,0.0018248175182481751
1.0,70,Topic 70: university math brain,2,0.0018248175182481751
1.0,251,Topic 251: respect money oh better,2,0.0018248175182481751
1.0,453,Topic 453: oh oh seriously oh yes,2,0.0018248175182481751
1.0,430,Topic 430: project ideas ve thinking,2,0.0018248175182481751
1.0,94,Topic 94: fish fight sea,2,0.0018248175182481751
1.0,233,Topic 233: thirty oh clever colorado,2,0.0018248175182481751
1.0,481,Topic 481: slow late expecting,2,0.0018248175182481751
1.0,420,Topic 420: crying irritating bean,2,0.0018248175182481751
1.0,132,Topic 132: took price effort,2,0.0018248175182481751
1.0,167,Topic 167: door rocket fool,2,0.0018248175182481751
1.0,35,Topic 35: thank thank thank thanks,2,0.0018248175182481751
1.0,468,Topic 468: walking heck want hear,2,0.0018248175182481751
1.0,137,Topic 137: james scientific theory,2,0.0018248175182481751
1.0,96,Topic 96: bat crime man,1,0.0009124087591240876
1.0,214,Topic 214: fascinating interesting sad,1,0.0009124087591240876
1.0,394,Topic 394: difference haven years,1,0.0009124087591240876
1.0,332,Topic 332: paid attention think think,1,0.0009124087591240876
1.0,271,Topic 271: fine good good works,1,0.0009124087591240876
1.0,508,Topic 508: clever character words,1,0.0009124087591240876
1.0,224,Topic 224: oh hello hello oh hello,1,0.0009124087591240876
1.0,547,Topic 547: engineer leonard nimoy nimoy,1,0.0009124087591240876
1.0,266,Topic 266: yeah ll box let,1,0.0009124087591240876
1.0,163,Topic 163: contain greater allergic,1,0.0009124087591240876
1.0,336,Topic 336: possibility doubt sure,1,0.0009124087591240876
1.0,489,Topic 489: convention social dictates,1,0.0009124087591240876
1.0,528,Topic 528: anybody does work,1,0.0009124087591240876
1.0,380,Topic 380: invited invite 25,1,0.0009124087591240876
1.0,400,Topic 400: desk say don laptop,1,0.0009124087591240876
1.0,157,Topic 157: discovered switzerland medium,1,0.0009124087591240876
1.0,18,Topic 18: lie machine lying,1,0.0009124087591240876
1.0,196,Topic 196: beach drive american,1,0.0009124087591240876
1.0,373,Topic 373: fascinating looking look like,1,0.0009124087591240876
1.0,174,Topic 174: meeting speech behaviour,1,0.0009124087591240876
1.0,406,Topic 406: mistake correct wrong,1,0.0009124087591240876
1.0,419,Topic 419: gentlemen ladies begins,1,0.0009124087591240876
1.0,286,Topic 286: progress feel better make feel,1,0.0009124087591240876
1.0,476,Topic 476: ill sick web,1,0.0009124087591240876
1.0,313,Topic 313: college failed attempt,1,0.0009124087591240876
1.0,109,Topic 109: spider web scare,1,0.0009124087591240876
1.0,230,Topic 230: engine check light,1,0.0009124087591240876
1.0,292,Topic 292: company modern buying,1,0.0009124087591240876
1.0,129,Topic 129: danger safe think need,1,0.0009124087591240876
1.0,49,Topic 49: going going street speed,1,0.0009124087591240876
1.0,229,Topic 229: agreed disagree strongly,1,0.0009124087591240876
1.0,518,Topic 518: called knock oh don,1,0.0009124087591240876
1.0,458,Topic 458: chest lower soon,1,0.0009124087591240876
1.0,331,Topic 331: planet hanging picture,1,0.0009124087591240876
1.0,414,Topic 414: button spin maybe,1,0.0009124087591240876
1.0,236,Topic 236: jewish hell eye,1,0.0009124087591240876
1.0,166,Topic 166: change won war,1,0.0009124087591240876
1.0,58,Topic 58: flag flags em,1,0.0009124087591240876
1.0,321,Topic 321: remarkable leap amazing,1,0.0009124087591240876
1.0,219,Topic 219: ask religious competition,1,0.0009124087591240876
1.0,207,Topic 207: isn right nuts suck,1,0.0009124087591240876
1.0,363,Topic 363: problem oh look yes yes,1,0.0009124087591240876
1.0,307,Topic 307: wedding ha force,1,0.0009124087591240876
1.0,118,Topic 118: toast french ve heard,1,0.0009124087591240876
1.0,323,Topic 323: hair pets list,1,0.0009124087591240876
1.0,112,Topic 112: pizza chinese valentine,1,0.0009124087591240876
1.0,445,Topic 445: fluid shared ways,1,0.0009124087591240876
1.0,209,Topic 209: comfort end realized,1,0.0009124087591240876
1.0,121,Topic 121: string theory continue,1,0.0009124087591240876
1.0,202,Topic 202: long time want come want want,1,0.0009124087591240876
1.0,295,Topic 295: spot unacceptable bigger,1,0.0009124087591240876
1.0,383,Topic 383: ray hey leonard win,1,0.0009124087591240876
1.0,164,Topic 164: fight dollars challenge,1,0.0009124087591240876
1.0,203,Topic 203: gift wait wait dollars,1,0.0009124087591240876
1.0,252,Topic 252: talk want talk right don,1,0.0009124087591240876
1.0,26,Topic 26: roommate agreement meeting,1,0.0009124087591240876
1.0,74,Topic 74: spock rock paper,1,0.0009124087591240876
1.0,200,Topic 200: decision gentlemen oh better,1,0.0009124087591240876
1.0,154,Topic 154: passed course closer,1,0.0009124087591240876
1.0,379,Topic 379: knock secret signal,1,0.0009124087591240876
1.0,225,Topic 225: welcome good night trouble,1,0.0009124087591240876
1.0,364,Topic 364: oh god god oh oh,1,0.0009124087591240876
1.0,281,Topic 281: mask spirit great idea,1,0.0009124087591240876
1.0,502,Topic 502: support desire involved,1,0.0009124087591240876
1.0,395,Topic 395: heart threw failure,1,0.0009124087591240876
1.0,133,Topic 133: pasadena city train,1,0.0009124087591240876
1.0,275,Topic 275: quantum focus early,1,0.0009124087591240876
1.0,116,Topic 116: yeah know don like say good,1,0.0009124087591240876
1.0,361,Topic 361: insist odds ask question,1,0.0009124087591240876
1.0,385,Topic 385: class included oh come,1,0.0009124087591240876
1.0,287,Topic 287: friendship behaviour apology,1,0.0009124087591240876
1.0,358,Topic 358: failure shower embarrassing,1,0.0009124087591240876
1.0,268,Topic 268: shirt yes does oh like,1,0.0009124087591240876
1.0,452,Topic 452: delicious clown vegetable,1,0.0009124087591240876
1.0,193,Topic 193: excellent wow surprise,1,0.0009124087591240876
1.0,288,Topic 288: absolutely hardly certainly,1,0.0009124087591240876
1.0,165,Topic 165: makes feel passing regarding,1,0.0009124087591240876
1.0,184,Topic 184: choice years ago pay attention,1,0.0009124087591240876
1.0,438,Topic 438: penny penny penny oh penny,1,0.0009124087591240876
1.0,222,Topic 222: police officer proud,1,0.0009124087591240876
1.0,148,Topic 148: baby son message,1,0.0009124087591240876
1.0,218,Topic 218: penny penny penny option,1,0.0009124087591240876
1.0,300,Topic 300: solved body google,1,0.0009124087591240876
1.0,399,Topic 399: sword spell warrior,1,0.0009124087591240876
1.0,231,Topic 231: gone living room strong,1,0.0009124087591240876
1.0,103,Topic 103: water hit neat,1,0.0009124087591240876
1.0,130,Topic 130: einstein president great idea,1,0.0009124087591240876
1.0,512,Topic 512: think think spot big,1,0.0009124087591240876
1.0,90,Topic 90: sleep office just told,1,0.0009124087591240876
1.0,472,Topic 472: place respond box,1,0.0009124087591240876
1.0,309,Topic 309: begin right just truth,1,0.0009124087591240876
1.0,511,Topic 511: struggling sorry don complain,1,0.0009124087591240876
1.0,232,Topic 232: arctic circle 18,1,0.0009124087591240876
1.0,322,Topic 322: food eating midnight,1,0.0009124087591240876
1.0,510,Topic 510: happen thinks happening,1,0.0009124087591240876
1.0,136,Topic 136: apartment leave return,1,0.0009124087591240876
1.0,78,Topic 78: throat disease switzerland,1,0.0009124087591240876
1.0,434,Topic 434: jealous happening pointless,1,0.0009124087591240876
1.0,305,Topic 305: watch wants type,1,0.0009124087591240876
1.0,505,Topic 505: bigger humans rough,1,0.0009124087591240876
1.0,520,Topic 520: explained understand alright,1,0.0009124087591240876
1.0,53,Topic 53: room whoa wait wait,1,0.0009124087591240876
1.0,442,Topic 442: code red mail,1,0.0009124087591240876
1.0,539,Topic 539: tomorrow  ,1,0.0009124087591240876
1.0,393,Topic 393: does mean supposed mean,1,0.0009124087591240876
1.0,226,Topic 226: hands ones air,1,0.0009124087591240876
1.0,110,Topic 110: wedding engaged married,1,0.0009124087591240876
1.0,467,Topic 467: complain problems solve,1,0.0009124087591240876
1.0,474,Topic 474: going come confusion want come,1,0.0009124087591240876
1.0,403,Topic 403: don care care did hear,1,0.0009124087591240876
1.0,455,Topic 455: thursday happen leads,1,0.0009124087591240876
1.0,341,Topic 341: table square insensitive,1,0.0009124087591240876
1.0,198,Topic 198: shirt button like think,1,0.0009124087591240876
1.0,40,Topic 40: science scientist discovery,1,0.0009124087591240876
1.0,542,Topic 542: bad think ll sort,1,0.0009124087591240876
1.0,59,Topic 59: alcohol drink wine,1,0.0009124087591240876
1.0,32,Topic 32: sound silence effect,1,0.0009124087591240876
1.0,337,Topic 337: knock mankind naked,1,0.0009124087591240876
1.0,227,Topic 227: dirty knowing pick,1,0.0009124087591240876
1.0,330,Topic 330: laundry dry sign,1,0.0009124087591240876
1.0,274,Topic 274: coitus blow barely,1,0.0009124087591240876
1.0,424,Topic 424: ahead waste time waste,1,0.0009124087591240876
1.0,451,Topic 451: spot car right going,1,0.0009124087591240876
1.0,151,Topic 151: going oh know sure oh think,1,0.0009124087591240876
1.0,381,Topic 381: good idea app idea,1,0.0009124087591240876
1.0,117,Topic 117: want want want refuse,1,0.0009124087591240876
1.0,243,Topic 243: talk mask okay think,1,0.0009124087591240876
1.0,258,Topic 258: oh come come oh funny,1,0.0009124087591240876
1.0,382,Topic 382: joe smart academic,1,0.0009124087591240876
1.0,388,Topic 388: plan weekend tickets,1,0.0009124087591240876
1.0,514,Topic 514: eaten feels ears,1,0.0009124087591240876
1.0,365,Topic 365: ridiculous yes does literally,1,0.0009124087591240876
1.0,191,Topic 191: excuse enjoying ll excuse,1,0.0009124087591240876
1.0,284,Topic 284: did say oh did say,1,0.0009124087591240876
1.0,297,Topic 297: fun whoa mood,1,0.0009124087591240876
1.0,471,Topic 471: okay think oh yeah did did,1,0.0009124087591240876
1.0,407,Topic 407: parking space zone,1,0.0009124087591240876
1.0,105,Topic 105: say say annoying happy,1,0.0009124087591240876
1.0,345,Topic 345: ve doing doing thing,1,0.0009124087591240876
1.0,41,Topic 41: wars star wars george,1,0.0009124087591240876
1.0,387,Topic 387: scientist toes spell,1,0.0009124087591240876
1.0,102,Topic 102: arthur uncle hello oh,1,0.0009124087591240876
1.0,444,Topic 444: hiding losing minutes,1,0.0009124087591240876
1.0,504,Topic 504: list oh sorry leads,1,0.0009124087591240876
1.0,418,Topic 418: sleep surgery helps,1,0.0009124087591240876
1.0,517,Topic 517: outside living room standing,1,0.0009124087591240876
1.0,50,Topic 50: women girlfriend men,1,0.0009124087591240876
1.0,342,Topic 342: angry clown eventually,1,0.0009124087591240876
1.0,478,Topic 478: point point point valid,1,0.0009124087591240876
1.0,421,Topic 421: desk couch chaos,1,0.0009124087591240876
1.0,461,Topic 461: card cards pick,1,0.0009124087591240876
1.0,506,Topic 506: owned basically oh fine,1,0.0009124087591240876
1.0,250,Topic 250: sign signed replace,1,0.0009124087591240876
1.0,352,Topic 352: agreement relationship known,1,0.0009124087591240876
1.0,357,Topic 357: finger hands fingers,1,0.0009124087591240876
1.0,537,Topic 537: die sun determine,1,0.0009124087591240876
1.0,446,Topic 446: ll know know don know ll,1,0.0009124087591240876
1.0,141,Topic 141: ll right assistance saving,1,0.0009124087591240876
1.0,150,Topic 150: learned surgery 000,1,0.0009124087591240876
1.0,389,Topic 389: queen piece old,1,0.0009124087591240876
1.0,548,Topic 548: cycle dumb helps,1,0.0009124087591240876
1.0,245,Topic 245: wolverine men favourite,1,0.0009124087591240876
2.0,0,Topic 0: leonard leonard don charge,35,0.026061057334326135
2.0,218,Topic 218: penny penny penny option,12,0.008935219657483246
2.0,31,Topic 31: comic book comic book,10,0.007446016381236039
2.0,57,Topic 57: robot intelligence em,10,0.007446016381236039
2.0,22,Topic 22: bus driving drive,9,0.006701414743112435
2.0,7,Topic 7: train trains engineer,9,0.006701414743112435
2.0,11,Topic 11: pants wear pair,9,0.006701414743112435
2.0,17,Topic 17: location dating benefits,9,0.006701414743112435
2.0,49,Topic 49: going going street speed,8,0.005956813104988831
2.0,3,Topic 3: bathroom schedule seat,8,0.005956813104988831
2.0,67,Topic 67: cat just need oh like,8,0.005956813104988831
2.0,96,Topic 96: bat crime man,8,0.005956813104988831
2.0,21,Topic 21: wolowitz lost possibly,7,0.0052122114668652275
2.0,24,Topic 24: da questions seven,7,0.0052122114668652275
2.0,1,Topic 1: mother mom dad,7,0.0052122114668652275
2.0,230,Topic 230: engine check light,7,0.0052122114668652275
2.0,27,Topic 27: work going work foolish,7,0.0052122114668652275
2.0,205,Topic 205: key keys lock,7,0.0052122114668652275
2.0,18,Topic 18: lie machine lying,7,0.0052122114668652275
2.0,232,Topic 232: arctic circle 18,7,0.0052122114668652275
2.0,54,Topic 54: dinner lunch eat,7,0.0052122114668652275
2.0,83,Topic 83: green super band,6,0.004467609828741623
2.0,182,Topic 182: current friends seven,6,0.004467609828741623
2.0,16,Topic 16: pie dinner low,6,0.004467609828741623
2.0,9,Topic 9: penny penny don lied,6,0.004467609828741623
2.0,326,Topic 326: gift exchange ve given,6,0.004467609828741623
2.0,293,Topic 293: friendship oh thought led,6,0.004467609828741623
2.0,330,Topic 330: laundry dry sign,6,0.004467609828741623
2.0,6,Topic 6: yes yes yes surprisingly,6,0.004467609828741623
2.0,101,Topic 101: bag emergency phone,6,0.004467609828741623
2.0,109,Topic 109: spider web scare,6,0.004467609828741623
2.0,52,Topic 52: leaving leave reason,6,0.004467609828741623
2.0,135,Topic 135: compromise solution fair,6,0.004467609828741623
2.0,104,Topic 104: thursday friday vegetable,5,0.0037230081906180195
2.0,35,Topic 35: thank thank thank thanks,5,0.0037230081906180195
2.0,502,Topic 502: support desire involved,5,0.0037230081906180195
2.0,136,Topic 136: apartment leave return,5,0.0037230081906180195
2.0,176,Topic 176: considered alright hadn,5,0.0037230081906180195
2.0,378,Topic 378: chocolate delicious bean,5,0.0037230081906180195
2.0,74,Topic 74: spock rock paper,5,0.0037230081906180195
2.0,23,Topic 23: leonard penny penny zack,5,0.0037230081906180195
2.0,13,Topic 13: nope  ,5,0.0037230081906180195
2.0,129,Topic 129: danger safe think need,5,0.0037230081906180195
2.0,543,Topic 543: coffee drink promised,5,0.0037230081906180195
2.0,64,Topic 64: didn want penny penny penny,5,0.0037230081906180195
2.0,32,Topic 32: sound silence effect,5,0.0037230081906180195
2.0,125,Topic 125: star trek trek star,5,0.0037230081906180195
2.0,123,Topic 123: math dollars helps,5,0.0037230081906180195
2.0,191,Topic 191: excuse enjoying ll excuse,5,0.0037230081906180195
2.0,4,Topic 4: hello neighbour home,5,0.0037230081906180195
2.0,272,Topic 272: propose alright strikes,5,0.0037230081906180195
2.0,80,Topic 80: da ow phrase,5,0.0037230081906180195
2.0,30,Topic 30: upset mad think don,5,0.0037230081906180195
2.0,41,Topic 41: wars star wars george,5,0.0037230081906180195
2.0,308,Topic 308: food mouth culture,5,0.0037230081906180195
2.0,2,Topic 2: howard good friend problems,5,0.0037230081906180195
2.0,245,Topic 245: wolverine men favourite,5,0.0037230081906180195
2.0,25,Topic 25: soft singing song,4,0.0029784065524944155
2.0,53,Topic 53: room whoa wait wait,4,0.0029784065524944155
2.0,42,Topic 42: oh dear dear dear lord,4,0.0029784065524944155
2.0,43,Topic 43: relationship penny attempt,4,0.0029784065524944155
2.0,61,Topic 61: zero degrees times,4,0.0029784065524944155
2.0,309,Topic 309: begin right just truth,4,0.0029784065524944155
2.0,251,Topic 251: respect money oh better,4,0.0029784065524944155
2.0,38,Topic 38: hypothesis evidence conclusion,4,0.0029784065524944155
2.0,100,Topic 100: intercourse sex sexual,4,0.0029784065524944155
2.0,46,Topic 46: sandwich corn half,4,0.0029784065524944155
2.0,87,Topic 87: hold walking break,4,0.0029784065524944155
2.0,90,Topic 90: sleep office just told,4,0.0029784065524944155
2.0,10,Topic 10: drink offer drinking,4,0.0029784065524944155
2.0,115,Topic 115: chat talk zone,4,0.0029784065524944155
2.0,463,Topic 463: right going operating perform,4,0.0029784065524944155
2.0,76,Topic 76: koothrappali rich wolowitz,4,0.0029784065524944155
2.0,291,Topic 291: chinese yes oh bean,4,0.0029784065524944155
2.0,204,Topic 204: food offers managed,4,0.0029784065524944155
2.0,151,Topic 151: going oh know sure oh think,4,0.0029784065524944155
2.0,14,Topic 14: raj states insensitive,4,0.0029784065524944155
2.0,29,Topic 29: particle professor tickle,4,0.0029784065524944155
2.0,8,Topic 8: sauce dogs hot,4,0.0029784065524944155
2.0,48,Topic 48: eh know ll yeah yeah,4,0.0029784065524944155
2.0,145,Topic 145: bernadette tom penny don,4,0.0029784065524944155
2.0,143,Topic 143: lucky got luckily,4,0.0029784065524944155
