year,character,name,n,prop
1,Leonard,leonard leonard don charge,29,0.028515240904621434
1,Leonard,time machine machine future,18,0.017699115044247787
1,Leonard,captain team allowed,14,0.01376597836774828
1,Leonard,penny penny don lied,12,0.011799410029498525
1,Leonard,hypothesis evidence conclusion,12,0.011799410029498525
1,Leonard,upset mad think don,10,0.00983284169124877
1,Leonard,nope  ,10,0.00983284169124877
1,Leonard,eh know ll yeah yeah,10,0.00983284169124877
1,Leonard,cold winter hat,9,0.008849557522123894
1,Leonard,didn want penny penny penny,9,0.008849557522123894
1,Leonard,embarrassing forced surprise,8,0.007866273352999017
1,Leonard,green super band,8,0.007866273352999017
1,Leonard,diet eating mm,8,0.007866273352999017
1,Leonard,okay okay okay check,8,0.007866273352999017
1,Leonard,leo addiction doing research,8,0.007866273352999017
1,Leonard,bye good bye goodbye,8,0.007866273352999017
1,Leonard,precious insightful intellect,8,0.007866273352999017
1,Leonard,clothes event woman,8,0.007866273352999017
1,Leonard,soup grow confused,7,0.00688298918387414
1,Leonard,broke logical feelings,7,0.00688298918387414
1,Leonard,leaving leave reason,7,0.00688298918387414
1,Leonard,egg ve known structure,7,0.00688298918387414
1,Leonard,uses accept egg,6,0.0058997050147492625
1,Leonard,don don chaos expected,6,0.0058997050147492625
1,Leonard,experiment breakfast egg,6,0.0058997050147492625
1,Leonard,frozen sell grow,6,0.0058997050147492625
1,Leonard,brain superior engage,6,0.0058997050147492625
1,Leonard,hardly think think kidding,6,0.0058997050147492625
1,Leonard,hi buddy hey,6,0.0058997050147492625
1,Leonard,conversation lives subject,6,0.0058997050147492625
1,Leonard,accidentally oh sure built,6,0.0058997050147492625
1,Leonard,intercourse sex sexual,5,0.004916420845624385
1,Leonard,lee decide trouble,5,0.004916420845624385
1,Leonard,wait wait wait good good,5,0.004916420845624385
1,Leonard,date occasion tomorrow,5,0.004916420845624385
1,Leonard,pants wear pair,5,0.004916420845624385
1,Leonard,cat just need oh like,5,0.004916420845624385
1,Leonard,party west served,5,0.004916420845624385
1,Leonard,hold walking break,5,0.004916420845624385
1,Leonard,apology fault apologize,5,0.004916420845624385
1,Leonard,soft singing song,5,0.004916420845624385
1,Leonard,good night alright night,4,0.003933136676499509
1,Leonard,does yes does placed,4,0.003933136676499509
1,Leonard,nobel prize nobel prize,4,0.003933136676499509
1,Leonard,sister right good twin,4,0.003933136676499509
1,Leonard,reduce scientific chaos,4,0.003933136676499509
1,Leonard,assure metaphor stuck,4,0.003933136676499509
1,Leonard,thursday friday vegetable,4,0.003933136676499509
1,Leonard,win won draw,4,0.003933136676499509
1,Leonard,help respond unfortunately,4,0.003933136676499509
1,Leonard,people  ,4,0.003933136676499509
1,Leonard,guide alien lived,4,0.003933136676499509
1,Leonard,princess yes oh pictures,4,0.003933136676499509
1,Leonard,hurt easily pain,4,0.003933136676499509
1,Leonard,sarcasm sign going,4,0.003933136676499509
1,Leonard,morning test say hello,4,0.003933136676499509
1,Leonard,cut line cutting,4,0.003933136676499509
1,Leonard,going make stole deserve,4,0.003933136676499509
1,Leonard,location dating benefits,4,0.003933136676499509
1,Leonard,smart kids clearly,4,0.003933136676499509
1,Leonard,koothrappali rich wolowitz,4,0.003933136676499509
1,Leonard,ceremony strikes provided,4,0.003933136676499509
1,Leonard,cream ice sugar,4,0.003933136676499509
1,Leonard,apple isaac named,4,0.003933136676499509
1,Leonard,kill head blow,4,0.003933136676499509
1,Leonard,chicken mm appropriate,4,0.003933136676499509
1,Leonard,yes yes peace yes,4,0.003933136676499509
1,Leonard,exciting attack event,4,0.003933136676499509
1,Leonard,argue know did just tell,4,0.003933136676499509
1,Leonard,robot intelligence em,4,0.003933136676499509
1,Leonard,precious going tell tuesday,4,0.003933136676499509
1,Leonard,hint close don care,4,0.003933136676499509
1,Leonard,current friends seven,4,0.003933136676499509
1,Leonard,challenge arms twin,4,0.003933136676499509
1,Leonard,minds mind madness,4,0.003933136676499509
1,Leonard,math dollars helps,4,0.003933136676499509
1,Leonard,walking heck want hear,4,0.003933136676499509
1,Leonard,yes yes yes surprisingly,4,0.003933136676499509
1,Leonard,sauce dogs hot,4,0.003933136676499509
1,Leonard,wolowitz lost possibly,4,0.003933136676499509
1,Leonard,listening listen speech,4,0.003933136676499509
1,Leonard,work going work foolish,3,0.0029498525073746312
1,Leonard,bathroom schedule seat,3,0.0029498525073746312
1,Leonard,doctor grown dna,3,0.0029498525073746312
1,Leonard,didn say say don closer,3,0.0029498525073746312
1,Leonard,teeth ones lucky,3,0.0029498525073746312
1,Leonard,playing night night oh,3,0.0029498525073746312
1,Leonard,scene step earlier today,3,0.0029498525073746312
1,Leonard,chat talk zone,3,0.0029498525073746312
1,Leonard,did did managed did oh,3,0.0029498525073746312
1,Leonard,humanity visit channel,3,0.0029498525073746312
1,Leonard,shouldn competition bringing,3,0.0029498525073746312
1,Leonard,standing mask strangers,3,0.0029498525073746312
1,Leonard,know know think know threw,3,0.0029498525073746312
1,Leonard,hello neighbour home,3,0.0029498525073746312
1,Leonard,food mouth culture,3,0.0029498525073746312
1,Leonard,thank thanks challenge,3,0.0029498525073746312
1,Leonard,oh oh seriously oh yes,3,0.0029498525073746312
1,Leonard,entirely bird creature,3,0.0029498525073746312
1,Leonard,bag emergency phone,3,0.0029498525073746312
1,Leonard,men years old different,3,0.0029498525073746312
1,Leonard,explanation reasonable expecting,3,0.0029498525073746312
1,Leonard,account exchange price,3,0.0029498525073746312
1,Leonard,immediately work working,3,0.0029498525073746312
1,Leonard,mother mom dad,3,0.0029498525073746312
1,Leonard,knock mankind naked,2,0.0019665683382497543
1,Leonard,lee oh uh sword,2,0.0019665683382497543
1,Leonard,thank thank thank thanks,2,0.0019665683382497543
1,Leonard,monkeys monkey female,2,0.0019665683382497543
1,Leonard,sound silence effect,2,0.0019665683382497543
1,Leonard,spider web scare,2,0.0019665683382497543
1,Leonard,owned basically oh fine,2,0.0019665683382497543
1,Leonard,watch wants type,2,0.0019665683382497543
1,Leonard,police officer proud,2,0.0019665683382497543
1,Leonard,say say annoying happy,2,0.0019665683382497543
1,Leonard,parking space zone,2,0.0019665683382497543
1,Leonard,okay think oh yeah did did,2,0.0019665683382497543
1,Leonard,fun whoa mood,2,0.0019665683382497543
1,Leonard,want want want refuse,2,0.0019665683382497543
1,Leonard,good idea app idea,2,0.0019665683382497543
1,Leonard,going oh know sure oh think,2,0.0019665683382497543
1,Leonard,laundry saturday clean,2,0.0019665683382497543
1,Leonard,woman leap thumb,2,0.0019665683382497543
1,Leonard,lie machine lying,2,0.0019665683382497543
1,Leonard,drug facebook strongly,2,0.0019665683382497543
1,Leonard,beach drive american,2,0.0019665683382497543
1,Leonard,magic child book,2,0.0019665683382497543
1,Leonard,fascinating looking look like,2,0.0019665683382497543
1,Leonard,engine check light,2,0.0019665683382497543
1,Leonard,card cards pick,2,0.0019665683382497543
1,Leonard,ray passing death,2,0.0019665683382497543
1,Leonard,angry clown eventually,2,0.0019665683382497543
1,Leonard,happen thinks happening,2,0.0019665683382497543
1,Leonard,food eating midnight,2,0.0019665683382497543
1,Leonard,arctic circle 18,2,0.0019665683382497543
1,Leonard,struggling sorry don complain,2,0.0019665683382497543
1,Leonard,begin right just truth,2,0.0019665683382497543
1,Leonard,chess person dimensional,2,0.0019665683382497543
1,Leonard,gone living room strong,2,0.0019665683382497543
1,Leonard,drink offer drinking,2,0.0019665683382497543
1,Leonard,genitals mood frankly,2,0.0019665683382497543
1,Leonard,pie dinner low,2,0.0019665683382497543
1,Leonard,quantum states knowing,2,0.0019665683382497543
1,Leonard,leonard oh unlikely leonard,2,0.0019665683382497543
1,Leonard,apartment leave return,2,0.0019665683382497543
1,Leonard,sleep office just told,2,0.0019665683382497543
1,Leonard,sleep surgery helps,2,0.0019665683382497543
1,Leonard,outside living room standing,2,0.0019665683382497543
1,Leonard,women girlfriend men,2,0.0019665683382497543
1,Leonard,desk couch chaos,2,0.0019665683382497543
1,Leonard,humorous laugh worth,2,0.0019665683382497543
1,Leonard,toes proof strikes,2,0.0019665683382497543
1,Leonard,ability sun earth,2,0.0019665683382497543
1,Leonard,spot car right going,2,0.0019665683382497543
1,Leonard,change won war,2,0.0019665683382497543
1,Leonard,talk want talk right don,2,0.0019665683382497543
1,Leonard,joe smart academic,2,0.0019665683382497543
1,Leonard,money sell necessary,2,0.0019665683382497543
1,Leonard,wars star wars george,2,0.0019665683382497543
1,Leonard,afraid crazy story,2,0.0019665683382497543
1,Leonard,problem oh look yes yes,2,0.0019665683382497543
1,Leonard,oh oh oh thought oh guess,2,0.0019665683382497543
1,Leonard,pizza chinese valentine,2,0.0019665683382497543
1,Leonard,company modern buying,2,0.0019665683382497543
1,Leonard,fine good good works,2,0.0019665683382497543
1,Leonard,fluid shared ways,2,0.0019665683382497543
1,Leonard,heart threw failure,2,0.0019665683382497543
1,Leonard,convention social dictates,2,0.0019665683382497543
1,Leonard,comfort end realized,2,0.0019665683382497543
1,Leonard,amazing maybe isn,2,0.0019665683382497543
1,Leonard,long time want come want want,2,0.0019665683382497543
1,Leonard,cat poison isaac,2,0.0019665683382497543
1,Leonard,delicious clown vegetable,2,0.0019665683382497543
1,Leonard,laundry dry sign,2,0.0019665683382497543
1,Leonard,failure shower embarrassing,2,0.0019665683382497543
1,Leonard,leonard penny penny zack,2,0.0019665683382497543
1,Leonard,alternate amy oh sure,2,0.0019665683382497543
1,Leonard,shirt button like think,2,0.0019665683382497543
1,Leonard,paid attention think think,2,0.0019665683382497543
1,Leonard,project ideas ve thinking,2,0.0019665683382497543
1,Leonard,fish fight sea,2,0.0019665683382497543
1,Leonard,university math brain,2,0.0019665683382497543
1,Leonard,possibility doubt sure,2,0.0019665683382497543
1,Leonard,contain greater allergic,2,0.0019665683382497543
1,Leonard,science scientist discovery,2,0.0019665683382497543
1,Leonard,bad think ll sort,2,0.0019665683382497543
1,Leonard,figured smart doubt,2,0.0019665683382497543
1,Leonard,friendship behaviour apology,2,0.0019665683382497543
1,Leonard,relationship penny attempt,2,0.0019665683382497543
1,Leonard,took price effort,2,0.0019665683382497543
1,Leonard,mm don understand understand,2,0.0019665683382497543
1,Leonard,giant animal zoo,2,0.0019665683382497543
1,Leonard,physics physicist universe,2,0.0019665683382497543
1,Leonard,zero degrees times,2,0.0019665683382497543
1,Leonard,did did honest did,2,0.0019665683382497543
1,Leonard,welcome good night trouble,2,0.0019665683382497543
1,Leonard,sheldon dating pair,2,0.0019665683382497543
1,Leonard,button spin maybe,1,0.0009832841691248771
1,Leonard,gentlemen ladies begins,1,0.0009832841691248771
1,Leonard,sandwich corn half,1,0.0009832841691248771
1,Leonard,desk say don laptop,1,0.0009832841691248771
1,Leonard,settled reached finished,1,0.0009832841691248771
1,Leonard,particle professor tickle,1,0.0009832841691248771
1,Leonard,oh god god oh oh,1,0.0009832841691248771
1,Leonard,meeting speech behaviour,1,0.0009832841691248771
1,Leonard,toast french ve heard,1,0.0009832841691248771
1,Leonard,passed course closer,1,0.0009832841691248771
1,Leonard,minutes seconds minute,1,0.0009832841691248771
1,Leonard,howard good friend problems,1,0.0009832841691248771
1,Leonard,spock rock paper,1,0.0009832841691248771
1,Leonard,ill sick web,1,0.0009832841691248771
1,Leonard,bus driving drive,1,0.0009832841691248771
1,Leonard,ask religious competition,1,0.0009832841691248771
1,Leonard,doing good day right good,1,0.0009832841691248771
1,Leonard,roommate agreement meeting,1,0.0009832841691248771
1,Leonard,absolutely hardly certainly,1,0.0009832841691248771
1,Leonard,secret express hiding,1,0.0009832841691248771
1,Leonard,ve doing doing thing,1,0.0009832841691248771
1,Leonard,buy best store,1,0.0009832841691248771
1,Leonard,involving penny basis,1,0.0009832841691248771
1,Leonard,compromise solution fair,1,0.0009832841691248771
1,Leonard,place respond box,1,0.0009832841691248771
1,Leonard,video games mit jewish,1,0.0009832841691248771
1,Leonard,dirty knowing pick,1,0.0009832841691248771
1,Leonard,favourite 100 people just,1,0.0009832841691248771
1,Leonard,ridiculous yes does literally,1,0.0009832841691248771
1,Leonard,finger hands fingers,1,0.0009832841691248771
1,Leonard,hey look half hard,1,0.0009832841691248771
1,Leonard,queen piece old,1,0.0009832841691248771
1,Leonard,talk mask okay think,1,0.0009832841691248771
1,Leonard,sit sat clean,1,0.0009832841691248771
1,Leonard,considered alright hadn,1,0.0009832841691248771
1,Leonard,plan weekend tickets,1,0.0009832841691248771
1,Leonard,ahead waste time waste,1,0.0009832841691248771
1,Leonard,soup felt terrible,1,0.0009832841691248771
1,Leonard,coitus blow barely,1,0.0009832841691248771
1,Leonard,choice years ago pay attention,1,0.0009832841691248771
1,Leonard,progress feel better make feel,1,0.0009832841691248771
1,Leonard,college failed attempt,1,0.0009832841691248771
1,Leonard,difference haven years,1,0.0009832841691248771
1,Leonard,pasadena city train,1,0.0009832841691248771
1,Leonard,bowel thrown going work,1,0.0009832841691248771
1,Leonard,bat drug leads,1,0.0009832841691248771
1,Leonard,water hit neat,1,0.0009832841691248771
1,Leonard,gas heat doing oh,1,0.0009832841691248771
1,Leonard,sword spell warrior,1,0.0009832841691248771
1,Leonard,solved body google,1,0.0009832841691248771
1,Leonard,list oh sorry leads,1,0.0009832841691248771
1,Leonard,learned surgery 000,1,0.0009832841691248771
1,Leonard,ll right assistance saving,1,0.0009832841691248771
1,Leonard,die sun determine,1,0.0009832841691248771
1,Leonard,sign signed replace,1,0.0009832841691248771
1,Leonard,point point point valid,1,0.0009832841691248771
1,Leonard,einstein president great idea,1,0.0009832841691248771
1,Leonard,called invented play,1,0.0009832841691248771
1,Leonard,explained understand alright,1,0.0009832841691248771
1,Leonard,costume costumes west,1,0.0009832841691248771
1,Leonard,dancing clown candy,1,0.0009832841691248771
1,Leonard,don care care did hear,1,0.0009832841691248771
1,Leonard,coming want want friendly,1,0.0009832841691248771
1,Leonard,complain problems solve,1,0.0009832841691248771
1,Leonard,room whoa wait wait,1,0.0009832841691248771
1,Leonard,code red mail,1,0.0009832841691248771
1,Leonard,respect money oh better,1,0.0009832841691248771
1,Leonard,james scientific theory,1,0.0009832841691248771
1,Leonard,alcohol drink wine,1,0.0009832841691248771
1,Leonard,bigger humans rough,1,0.0009832841691248771
1,Leonard,girlfriend girl data,1,0.0009832841691248771
1,Leonard,jealous happening pointless,1,0.0009832841691248771
1,Leonard,penny penny penny option,1,0.0009832841691248771
1,Leonard,mmm surprised sound,1,0.0009832841691248771
2,Leonard,leonard leonard don charge,36,0.04133180252583238
2,Leonard,bus driving drive,12,0.013777267508610792
2,Leonard,da questions seven,10,0.011481056257175661
2,Leonard,leaving leave reason,9,0.010332950631458095
2,Leonard,bat crime man,8,0.009184845005740528
2,Leonard,robot intelligence em,8,0.009184845005740528
2,Leonard,mother mom dad,8,0.009184845005740528
2,Leonard,bag emergency phone,8,0.009184845005740528
2,Leonard,pie dinner low,7,0.008036739380022962
2,Leonard,leonard penny penny zack,7,0.008036739380022962
2,Leonard,pants wear pair,7,0.008036739380022962
2,Leonard,didn want penny penny penny,7,0.008036739380022962
2,Leonard,arthur uncle hello oh,6,0.006888633754305396
2,Leonard,begin right just truth,6,0.006888633754305396
2,Leonard,wolowitz lost possibly,6,0.006888633754305396
2,Leonard,took price effort,6,0.006888633754305396
2,Leonard,lie machine lying,6,0.006888633754305396
2,Leonard,comic book comic book,6,0.006888633754305396
2,Leonard,current friends seven,6,0.006888633754305396
2,Leonard,oh dear dear dear lord,5,0.0057405281285878304
2,Leonard,sound silence effect,5,0.0057405281285878304
2,Leonard,science scientist discovery,5,0.0057405281285878304
2,Leonard,cat just need oh like,5,0.0057405281285878304
2,Leonard,leonard oh unlikely leonard,5,0.0057405281285878304
2,Leonard,work going work foolish,5,0.0057405281285878304
2,Leonard,relationship penny attempt,5,0.0057405281285878304
2,Leonard,roommate agreement meeting,5,0.0057405281285878304
2,Leonard,compromise solution fair,5,0.0057405281285878304
2,Leonard,chicken mm appropriate,5,0.0057405281285878304
2,Leonard,sleep office just told,4,0.004592422502870264
2,Leonard,sandwich corn half,4,0.004592422502870264
2,Leonard,genitals mood frankly,4,0.004592422502870264
2,Leonard,wars star wars george,4,0.004592422502870264
2,Leonard,food mouth culture,4,0.004592422502870264
2,Leonard,chinese yes oh bean,4,0.004592422502870264
2,Leonard,cruel minds century,4,0.004592422502870264
2,Leonard,ask religious competition,4,0.004592422502870264
2,Leonard,going going street speed,4,0.004592422502870264
2,Leonard,did did honest did,4,0.004592422502870264
2,Leonard,star trek trek star,4,0.004592422502870264
2,Leonard,motion slow oh think,4,0.004592422502870264
2,Leonard,yes yes yes surprisingly,4,0.004592422502870264
2,Leonard,impressive prepared killed,4,0.004592422502870264
2,Leonard,hypothesis evidence conclusion,4,0.004592422502870264
2,Leonard,apartment leave return,4,0.004592422502870264
2,Leonard,sarcasm sign going,4,0.004592422502870264
2,Leonard,arctic circle 18,4,0.004592422502870264
2,Leonard,learned surgery 000,4,0.004592422502870264
2,Leonard,green super band,4,0.004592422502870264
2,Leonard,train trains engineer,4,0.004592422502870264
2,Leonard,thursday friday vegetable,4,0.004592422502870264
2,Leonard,considered alright hadn,4,0.004592422502870264
2,Leonard,bathroom schedule seat,4,0.004592422502870264
2,Leonard,support desire involved,4,0.004592422502870264
2,Leonard,cookie draw chocolate,4,0.004592422502870264
2,Leonard,know really tell difficult,4,0.004592422502870264
2,Leonard,precious going tell tuesday,3,0.003444316877152698
2,Leonard,figured smart doubt,3,0.003444316877152698
2,Leonard,oh like meaning haven,3,0.003444316877152698
2,Leonard,ceremony strikes provided,3,0.003444316877152698
2,Leonard,argue know did just tell,3,0.003444316877152698
2,Leonard,decision gentlemen oh better,3,0.003444316877152698
2,Leonard,wait wait wait good good,3,0.003444316877152698
2,Leonard,listening listen speech,3,0.003444316877152698
2,Leonard,respect money oh better,3,0.003444316877152698
2,Leonard,choice years ago pay attention,3,0.003444316877152698
2,Leonard,lee oh uh sword,3,0.003444316877152698
2,Leonard,location dating benefits,3,0.003444316877152698
2,Leonard,dinner lunch eat,3,0.003444316877152698
2,Leonard,spock rock paper,3,0.003444316877152698
2,Leonard,nope  ,3,0.003444316877152698
2,Leonard,chocolate delicious bean,3,0.003444316877152698
2,Leonard,broke logical feelings,3,0.003444316877152698
2,Leonard,sauce dogs hot,3,0.003444316877152698
2,Leonard,key keys lock,3,0.003444316877152698
2,Leonard,cooper sheldon cooper culture,3,0.003444316877152698
2,Leonard,hello neighbour home,3,0.003444316877152698
2,Leonard,welcome good night trouble,3,0.003444316877152698
2,Leonard,doing good day right good,3,0.003444316877152698
2,Leonard,miss say good sheets,3,0.003444316877152698
2,Leonard,comic justice months,3,0.003444316877152698
2,Leonard,mask spirit great idea,3,0.003444316877152698
2,Leonard,raj states insensitive,3,0.003444316877152698
2,Leonard,water hit neat,3,0.003444316877152698
2,Leonard,thank thank thank thanks,3,0.003444316877152698
2,Leonard,alcohol drink wine,3,0.003444316877152698
2,Leonard,howard good friend problems,3,0.003444316877152698
2,Leonard,koothrappali rich wolowitz,3,0.003444316877152698
2,Leonard,excellent wow surprise,3,0.003444316877152698
2,Leonard,propose alright strikes,3,0.003444316877152698
2,Leonard,secret express hiding,3,0.003444316877152698
2,Leonard,danger safe think need,3,0.003444316877152698
2,Leonard,spot unacceptable bigger,3,0.003444316877152698
2,Leonard,sorry sorry just arms,2,0.002296211251435132
2,Leonard,joe smart academic,2,0.002296211251435132
2,Leonard,owned basically oh fine,2,0.002296211251435132
2,Leonard,upset mad think don,2,0.002296211251435132
2,Leonard,conversation lives subject,2,0.002296211251435132
2,Leonard,date occasion tomorrow,2,0.002296211251435132
2,Leonard,eh know ll yeah yeah,2,0.002296211251435132
2,Leonard,tv flash television,2,0.002296211251435132
2,Leonard,ridiculous yes does literally,2,0.002296211251435132
2,Leonard,suggesting mean talking,2,0.002296211251435132
2,Leonard,going oh know sure oh think,2,0.002296211251435132
2,Leonard,roll didn think curiosity,2,0.002296211251435132
2,Leonard,fascinating looking look like,2,0.002296211251435132
2,Leonard,intercourse sex sexual,2,0.002296211251435132
2,Leonard,failure shower embarrassing,2,0.002296211251435132
2,Leonard,fight dollars challenge,2,0.002296211251435132
2,Leonard,toast french ve heard,2,0.002296211251435132
2,Leonard,smell flower letter,2,0.002296211251435132
2,Leonard,food offers managed,2,0.002296211251435132
2,Leonard,hiding losing minutes,2,0.002296211251435132
2,Leonard,smart kids clearly,2,0.002296211251435132
2,Leonard,particle professor tickle,2,0.002296211251435132
2,Leonard,hands ones air,2,0.002296211251435132
2,Leonard,gas heat doing oh,2,0.002296211251435132
2,Leonard,security code force,2,0.002296211251435132
2,Leonard,remember memory childhood,2,0.002296211251435132
2,Leonard,stuart zack wondering,2,0.002296211251435132
2,Leonard,know don answer don know,2,0.002296211251435132
2,Leonard,ill sick web,2,0.002296211251435132
2,Leonard,don don chaos expected,2,0.002296211251435132
2,Leonard,bowel thrown going work,2,0.002296211251435132
2,Leonard,thursday happen leads,2,0.002296211251435132
2,Leonard,bad think ll sort,2,0.002296211251435132
2,Leonard,going going happening really don,2,0.002296211251435132
2,Leonard,thirty starts clock,2,0.002296211251435132
2,Leonard,meemaw pie moon,2,0.002296211251435132
2,Leonard,quantum focus early,2,0.002296211251435132
2,Leonard,room whoa wait wait,2,0.002296211251435132
2,Leonard,da ow phrase,2,0.002296211251435132
2,Leonard,physics physicist universe,2,0.002296211251435132
2,Leonard,oh oh seriously oh yes,2,0.002296211251435132
2,Leonard,agreement relationship known,2,0.002296211251435132
2,Leonard,minutes seconds minute,2,0.002296211251435132
2,Leonard,busy sick stranger,2,0.002296211251435132
2,Leonard,possibility doubt sure,2,0.002296211251435132
2,Leonard,glass warrior theatre,2,0.002296211251435132
2,Leonard,men years old different,2,0.002296211251435132
2,Leonard,chat talk zone,2,0.002296211251435132
2,Leonard,quote nights women,2,0.002296211251435132
2,Leonard,pasadena city train,2,0.002296211251435132
2,Leonard,hair pets list,2,0.002296211251435132
2,Leonard,did say oh did say,2,0.002296211251435132
2,Leonard,afraid crazy story,2,0.002296211251435132
2,Leonard,yeah know don like say good,2,0.002296211251435132
2,Leonard,bye good bye goodbye,2,0.002296211251435132
2,Leonard,long time want come want want,2,0.002296211251435132
2,Leonard,fine good good works,2,0.002296211251435132
2,Leonard,meeting speech behaviour,2,0.002296211251435132
2,Leonard,soft singing song,2,0.002296211251435132
2,Leonard,humorous laugh worth,2,0.002296211251435132
2,Leonard,accidentally oh sure built,2,0.002296211251435132
2,Leonard,change won war,2,0.002296211251435132
2,Leonard,eats sugar taste,2,0.002296211251435132
2,Leonard,bazinga excited kid,2,0.002296211251435132
2,Leonard,agreed disagree strongly,2,0.002296211251435132
2,Leonard,friendship oh thought led,2,0.002296211251435132
2,Leonard,penny penny penny option,2,0.002296211251435132
2,Leonard,right right right right let,2,0.002296211251435132
2,Leonard,oh oh oh thought oh guess,2,0.002296211251435132
2,Leonard,ll know know don know ll,2,0.002296211251435132
2,Leonard,apology fault apologize,2,0.002296211251435132
2,Leonard,mail occurred shake,2,0.002296211251435132
2,Leonard,juice fruit technically,2,0.002296211251435132
2,Leonard,gone living room strong,2,0.002296211251435132
2,Leonard,captain team allowed,2,0.002296211251435132
2,Leonard,drug facebook strongly,2,0.002296211251435132
2,Leonard,isaac male alpha,2,0.002296211251435132
2,Leonard,mystery couple officer,2,0.002296211251435132
2,Leonard,math dollars helps,1,0.001148105625717566
2,Leonard,cycle dumb helps,1,0.001148105625717566
2,Leonard,dancing clown candy,1,0.001148105625717566
2,Leonard,mm don understand understand,1,0.001148105625717566
2,Leonard,happened fantastic corn,1,0.001148105625717566
2,Leonard,called knock oh don,1,0.001148105625717566
2,Leonard,food eating midnight,1,0.001148105625717566
2,Leonard,gift exchange ve given,1,0.001148105625717566
2,Leonard,pizza chinese valentine,1,0.001148105625717566
2,Leonard,right ll ll right course right,1,0.001148105625717566
2,Leonard,bed grown man negative,1,0.001148105625717566
2,Leonard,bat drug leads,1,0.001148105625717566
2,Leonard,comes good friend assure,1,0.001148105625717566
2,Leonard,fascinating interesting sad,1,0.001148105625717566
2,Leonard,shirt yes does oh like,1,0.001148105625717566
2,Leonard,spider web scare,1,0.001148105625717566
2,Leonard,giant animal zoo,1,0.001148105625717566
2,Leonard,girlfriend girl data,1,0.001148105625717566
2,Leonard,plan weekend tickets,1,0.001148105625717566
2,Leonard,doctor grown dna,1,0.001148105625717566
2,Leonard,morning test say hello,1,0.001148105625717566
2,Leonard,feynman weekend white,1,0.001148105625717566
2,Leonard,penny penny penny oh penny,1,0.001148105625717566
2,Leonard,penny penny don lied,1,0.001148105625717566
2,Leonard,diet eating mm,1,0.001148105625717566
2,Leonard,oh hello hello oh hello,1,0.001148105625717566
2,Leonard,precious insightful intellect,1,0.001148105625717566
2,Leonard,north hit west,1,0.001148105625717566
2,Leonard,playing night night oh,1,0.001148105625717566
2,Leonard,hofstadter leonard hofstadter dr,1,0.001148105625717566
2,Leonard,coitus blow barely,1,0.001148105625717566
2,Leonard,sword spell warrior,1,0.001148105625717566
2,Leonard,friendship benefits friends,1,0.001148105625717566
2,Leonard,dirty knowing pick,1,0.001148105625717566
2,Leonard,point point point valid,1,0.001148105625717566
2,Leonard,project humorous weight,1,0.001148105625717566
2,Leonard,ll right assistance saving,1,0.001148105625717566
2,Leonard,involving penny basis,1,0.001148105625717566
2,Leonard,star trek trek zone,1,0.001148105625717566
2,Leonard,kripke ha zoo,1,0.001148105625717566
2,Leonard,aw mmm brother,1,0.001148105625717566
2,Leonard,hint close don care,1,0.001148105625717566
2,Leonard,code red mail,1,0.001148105625717566
2,Leonard,hey look half hard,1,0.001148105625717566
2,Leonard,shouldn competition bringing,1,0.001148105625717566
2,Leonard,going ask know feel invite,1,0.001148105625717566
2,Leonard,help respond unfortunately,1,0.001148105625717566
2,Leonard,flag flags em,1,0.001148105625717566
2,Leonard,drink offer drinking,1,0.001148105625717566
2,Leonard,general depends stronger,1,0.001148105625717566
2,Leonard,video games mit jewish,1,0.001148105625717566
2,Leonard,laundry saturday clean,1,0.001148105625717566
2,Leonard,experience recommend pretty good,1,0.001148105625717566
2,Leonard,sheldon dating pair,1,0.001148105625717566
2,Leonard,farrah fowler amy farrah farrah,1,0.001148105625717566
2,Leonard,brain superior engage,1,0.001148105625717566
2,Leonard,problem oh look yes yes,1,0.001148105625717566
2,Leonard,keys letter strongly,1,0.001148105625717566
2,Leonard,texas football east,1,0.001148105625717566
2,Leonard,oh wait stop hate,1,0.001148105625717566
2,Leonard,soften painting shared,1,0.001148105625717566
2,Leonard,lucky got luckily,1,0.001148105625717566
2,Leonard,social pressure group,1,0.001148105625717566
2,Leonard,touched died evil,1,0.001148105625717566
2,Leonard,factory dining dog,1,0.001148105625717566
2,Leonard,okay think oh yeah did did,1,0.001148105625717566
2,Leonard,intercourse terms involved,1,0.001148105625717566
2,Leonard,seat looked heck,1,0.001148105625717566
2,Leonard,service box button,1,0.001148105625717566
2,Leonard,ray passing death,1,0.001148105625717566
2,Leonard,engineer designed menial,1,0.001148105625717566
2,Leonard,laundry dry sign,1,0.001148105625717566
2,Leonard,solved body google,1,0.001148105625717566
2,Leonard,entirely bird creature,1,0.001148105625717566
2,Leonard,hurt easily pain,1,0.001148105625717566
2,Leonard,embarrassing forced surprise,1,0.001148105625717566
3,Leonard,leonard leonard don charge,24,0.03076923076923077
3,Leonard,sauce dogs hot,20,0.02564102564102564
3,Leonard,ring rings power,12,0.015384615384615385
3,Leonard,toast french ve heard,9,0.011538461538461539
3,Leonard,roommate agreement meeting,9,0.011538461538461539
3,Leonard,passed course closer,7,0.008974358974358974
3,Leonard,einstein president great idea,7,0.008974358974358974
3,Leonard,chicken mm appropriate,7,0.008974358974358974
3,Leonard,choice years ago pay attention,6,0.007692307692307693
3,Leonard,sit sat clean,6,0.007692307692307693
